EXTREME QUARANTINE CARPET CLEANING!,"	Hubert Steam Cleaning","	https://www.youtube.com/watch?v=AY-_krGppAk"
Heavily soiled rental unit carpet cleaning || I can�t believe the carpet is this dirty!,"	Advanced Cleaning Systems","	https://www.youtube.com/watch?v=j61Ja-2BF7A"
"What �675,000 buys you in the West of England (full house tour)","	Matt & Summer","	https://www.youtube.com/watch?v=RGFkYF2ioHc"
"What you can buy with �6,000,000 in Chiswick, London (Amazing interior and basement!????)","	Matt & Summer","	https://www.youtube.com/watch?v=n9KV71ZTl_A"
"Inside a �3,250,000 Canary Wharf, London penthouse (full tour!) ??","	Matt & Summer","	https://www.youtube.com/watch?v=Q7GXyqMtGIU"
"Inside a �1,200,000 modern Oxford home ?? (full walkthrough)","	Matt & Summer","	https://www.youtube.com/watch?v=VJ1b0pDFte4"
"Inside a �4,300,000 Surrey mansion with amazing interior design ?? (full house tour!)","	Matt & Summer","	https://www.youtube.com/watch?v=lMYe4xbzrCg"
"Touring another �1,200,000 new build on the South Coast of England (full property tour)","	Matt & Summer","	https://www.youtube.com/watch?v=v-Es5cy9hjk"
"Inside a footballers �1,200,000 Solihull Home (full walkthrough tour)","	Matt & Summer","	https://www.youtube.com/watch?v=XZrNHIFF5ec"
"Inside a �520,000 Manchester converted apartment (full walkthrough tour)","	Matt & Summer","	https://www.youtube.com/watch?v=pUUsm0cokHU"
What a �400k London apartment looks like (new build tour),"	Matt & Summer","	https://www.youtube.com/watch?v=-D_BZ5eO6mA"
Inside the famous �4.75M house 'The Knoll' in Nottingham (is this the coolest house in the UK?!),"	Matt & Summer","	https://www.youtube.com/watch?v=ueIDrAsuBcE"
"What Does a $600K House Look Like in Dallas, TX? | Gated Luxury Home | Dallas Homes for Sale","	Dallas Homes For Sale","	https://www.youtube.com/watch?v=mr-uNuzVECg"
"Win this �500,000 riverside Penthouse in Nottingham (full walkthrough)","	Matt & Summer","	https://www.youtube.com/watch?v=UiVK0iN9cro"
Downtown Atlanta Georgia Walking Tour,"	Island Hopper TV","	https://www.youtube.com/watch?v=9-VoZEl_tlU"
"Luxury Home Virtual Tour - Bangor, Northern Ireland","	The Hunter Bros","	https://www.youtube.com/watch?v=CWzNnFcrT8s"
"Luxury 4K Home Virtual Tour - Bangor, Northern Ireland","	The Hunter Bros","	https://www.youtube.com/watch?v=GRuh8k-0Dkg"
Walking in BELFAST / Northern Ireland (UK) - 4K 60fps (UHD),"	POPTravel","	https://www.youtube.com/watch?v=chb0suSrNxg"
FPV Real Estate - Indoor Drone Through Beautiful Home w/ VIEWS!,"	Luke Bredar","	https://www.youtube.com/watch?v=AWovHEZcpQU"
What Does a $150k to $200k House Look Like in Texas? (DR Horton Express!),"	EdwardInTX","	https://www.youtube.com/watch?v=hfPdlC4bKbY"
University of Leeds Full Campus Tour,"	Ellie Sleightholm","	https://www.youtube.com/watch?v=xyv_eT8e750"
"[4K] Winnipeg, Canada Walk Underground and Upper Passages fpv from the bay","	Silence N Hikes","	https://www.youtube.com/watch?v=doX4nX3UOlo"
"Inside a �3,250,000 Canary Wharf, London penthouse (full tour!) ??","	Matt & Summer","	https://www.youtube.com/watch?v=Q7GXyqMtGIU"
EXTREME QUARANTINE CARPET CLEANING!,"	Hubert Steam Cleaning","	https://www.youtube.com/watch?v=AY-_krGppAk"
Heavily soiled rental unit carpet cleaning || I can�t believe the carpet is this dirty!,"	Advanced Cleaning Systems","	https://www.youtube.com/watch?v=j61Ja-2BF7A"
"What you can buy with �6,000,000 in Chiswick, London (Amazing interior and basement!????)","	Matt & Summer","	https://www.youtube.com/watch?v=n9KV71ZTl_A"
"[4K] Mt Coliseum Virtual Hike, FPV","	Silence N Hikes","	https://www.youtube.com/watch?v=lT58Tpxgglk"
Virtual Property Tour | Estate Agent FPV Drone,"	Bad Wolf Horizon","	https://www.youtube.com/watch?v=Kb7vdBdCeu0"
"My NEW Apartment Tour ( Half A Million Investment In Dublin, Ireland )","	Zed Monopoly","	https://www.youtube.com/watch?v=p7yONGJMIRc"
"FPV Real Estate, Indoor Drone | 19463 Villages Scenic Pkwy","	Luke Bredar","	https://www.youtube.com/watch?v=om6s2jmDJ2c"
Real Estate Indoor FPV Drone Tour,"	Doola","	https://www.youtube.com/watch?v=ovktJLDB5Us"
CineWhoop at the gym! - Indoor Cinematic FPV Drone,"	Swisslapse","	https://www.youtube.com/watch?v=A6jyAMlRsZg"
Harvard Dorm & Campus Tour 2020,"	Mateo V.","	https://www.youtube.com/watch?v=tx0zt0sDjW4"
4K Virtual Hike Near River through the Forest - Baker River Trail & Chain Lake Trail,"	4k Relexation Channel","	https://www.youtube.com/watch?v=hld4uaO1MDE"
4K Virtual Hike - Amazing Nature Scenery with Soothing Music - Sol Duc Falls Nature Trail,"	4k Relexation Channel","	https://www.youtube.com/watch?v=q1m27R0tAKM"
Hotel des Balances Slider Sample 4K Drone footage epic FPV fly trough/ Sound that matches,"	HouseofDrones","	https://www.youtube.com/watch?v=9OkEeQ86vpc"
"1201 N Kenilworth, Oak Park DRONE Video","	Kara Keller","	https://www.youtube.com/watch?v=dYBv6r0foCg"
A Virtual Tour of the Society's New Headquarters," Office	American Society of Interior Designers (ASID)","	https://www.youtube.com/watch?v=aBzQ75wAj78"
Ireland's 13th-Century Ashford Castle and Hotel: Go There,"	Bloomberg Quicktake","	https://www.youtube.com/watch?v=_xK7ufKvtyQ"
"Modern Nevada-Living Home For Sale Las Vegas $427K's+, 3119 Sqft, 5BD, 4BA, 2CR. Larimar by Pardee","	Chakits Krulsawat","	https://www.youtube.com/watch?v=hvrn7mwmNro"
11361 Hideaway Trail Video Tour,"	Julia Erickson","	https://www.youtube.com/watch?v=982qxU13hZM"
FPV DRONE inside a London Office!,"	JR DDP","	https://www.youtube.com/watch?v=xTAq7M_cMK4"
$16 Million Miami Luxury Mansion | 4K Racing Drone Virtual Tour | NO CUTS,"	Mr Steele","	https://www.youtube.com/watch?v=kcv_IlicVns"
Rosedale Mall FPV,"	jaybyrdfilms","	https://www.youtube.com/watch?v=gyQ3BRL8GAc"
"Inside a �520,000 Manchester converted apartment (full walkthrough tour)","	Matt & Summer","	https://www.youtube.com/watch?v=pUUsm0cokHU"
"CAMPUS TOUR - Walking University of Melbourne, Australia - early morning tour - ASMR ambience 4K","	Slow Week","	https://www.youtube.com/watch?v=dBRXLRYP5vc"
MMA Spirit | virtual gym tour 2020,"	MMAspiritTV","	https://www.youtube.com/watch?v=7chthrORJzo"
Walking through Munich's inner city during Christmas lockdown 2020 - 4K60 - FPV,"	munichjake","	https://www.youtube.com/watch?v=WeovBvHoNUw"
Newcastle Upon Tyne Walk: City Centre?4K?,"	4k Explorer","	https://www.youtube.com/watch?v=owu2lA-zxVQ"
"Luxury Home Virtual Tour - Newtownards, Northern Ireland","	The Hunter Bros","	https://www.youtube.com/watch?v=_NksezxjTcE"
New York City Walking Tour Part 1 - Midtown Manhattan (4k Ultra HD 60fps),"	BookingHunterTV","	https://www.youtube.com/watch?v=-IpXdtWfneI"
Hunters Hill Manor - Luxury Real Estate - 4k Virtual Tour - Northern Ireland - �1.5Million,"	The Hunter Bros","	https://www.youtube.com/watch?v=lv1_qMU5l8Q"
Northumbria University to Newcastle University (21st May 2020) : North of England Walking Tours,"	North of England Walking Tours","	https://www.youtube.com/watch?v=_2QwLb4H7UA"
1130 Morrison Heights Drive Oakville | Virtual Tour,"	Studio GTA Real Estate Media - Toronto","	https://www.youtube.com/watch?v=eKKmcnMC8RA"
"Inside a �1,200,000 modern Oxford home ?? (full walkthrough)","	Matt & Summer","	https://www.youtube.com/watch?v=VJ1b0pDFte4"
"Inside a footballers �1,200,000 Solihull Home (full walkthrough tour)","	Matt & Summer","	https://www.youtube.com/watch?v=XZrNHIFF5ec"
"Touring another �1,200,000 new build on the South Coast of England (full property tour)","	Matt & Summer","	https://www.youtube.com/watch?v=v-Es5cy9hjk"
"Inside a �4,300,000 Surrey mansion with amazing interior design ?? (full house tour!)","	Matt & Summer","	https://www.youtube.com/watch?v=lMYe4xbzrCg"
What Does a $200k - $250K House Look Like in Texas? - Impression Homes!,"	Patrick Griffin","	https://www.youtube.com/watch?v=b1tU5bbILoM"
"429 Toynevale Rd, Pickering - Open House Video Tour","	Open House 24","	https://www.youtube.com/watch?v=Y4dXuy_Pz4I"
"What �675,000 buys you in the West of England (full house tour)","	Matt & Summer","	https://www.youtube.com/watch?v=RGFkYF2ioHc"
House Tour UK | Incredible KITCHEN INSPIRATION | Stunning Family Home | Must See |,"	Dorset Property TV","	https://www.youtube.com/watch?v=e5Ah-TRquGM"
"Video of 500 North Hill Road | Stowe, Vermont","	Nashua Video Tours | Real Estate Video & Photography","	https://www.youtube.com/watch?v=2aqBGDgNcNg"
